SA_temp_1E6
1	45.906	54.715	54.715	54.839	54.839
11	45.906	54.715	54.715	54.839	54.839
22	45.906	54.715	54.715	54.839	54.839
35	45.906	54.715	54.715	54.839	54.839
50	45.906	54.715	54.715	54.839	54.839
67	45.906	54.715	54.715	54.839	54.839
87	45.906	54.715	54.715	54.839	54.839
110	54.218	54.715	54.715	54.839	54.839
136	54.218	54.715	54.715	54.839	54.839
166	54.218	54.715	54.715	54.839	54.839
200	54.218	54.715	54.715	54.839	54.839
239	54.218	54.715	54.715	54.839	54.839
284	54.342	54.715	54.715	54.839	54.839
336	54.218	54.715	54.715	54.839	54.839
396	54.218	54.715	54.715	54.839	54.839
465	54.218	54.715	54.715	54.839	54.839
544	54.218	54.715	54.715	54.839	54.839
635	54.218	54.715	54.715	54.839	54.839
740	54.218	54.715	54.715	54.839	54.839
860	54.218	54.715	54.715	54.839	54.839
998	54.218	54.715	54.715	54.839	54.839
1157	54.218	54.715	54.715	54.839	54.839
1340	54.342	54.715	54.715	54.839	54.839
1550	54.218	54.715	54.715	54.839	54.839
1792	54.342	54.715	54.715	54.839	54.839
2070	54.342	54.715	54.715	54.839	54.839
2390	54.342	54.715	54.715	54.839	54.839
2758	54.342	54.715	54.715	54.839	54.839
3181	54.715	54.715	54.715	54.839	54.839
3668	54.715	54.715	54.715	54.839	54.839
4228	54.715	54.715	54.715	54.839	54.839
4872	54.715	54.715	54.715	54.839	54.839
5612	54.715	54.715	54.715	54.839	54.839
6463	54.715	54.715	54.715	54.839	54.839
7442	54.715	54.715	54.715	54.839	54.839
8568	54.715	54.715	54.715	54.839	54.839
9863	54.715	54.715	54.839	54.839	54.839
11352	54.715	54.715	54.839	54.839	54.839
13064	54.715	54.715	54.839	54.839	54.839
15033	54.715	54.715	54.839	54.839	54.839
17297	54.715	54.715	54.839	54.839	54.839
19901	54.715	54.715	54.839	54.839	54.839
SA_temp_1E8
1	54.218	77.171	77.171	77.047	77.047
11	54.218	77.171	77.171	77.047	77.047
22	54.094	77.171	77.171	77.047	77.047
35	54.094	77.171	77.171	77.047	77.047
50	45.906	77.171	77.047	77.047	77.047
67	45.906	77.171	77.047	77.047	77.047
87	54.218	77.171	77.047	77.047	77.047
110	54.218	77.171	77.047	77.047	77.047
136	54.218	77.171	77.047	77.047	77.047
166	54.218	77.171	77.171	77.047	77.047
200	65.136	77.171	77.171	77.047	77.047
239	71.464	77.171	77.171	77.047	77.047
284	75.186	77.047	77.171	77.047	77.047
336	76.303	77.171	77.171	77.047	77.047
396	76.303	77.171	77.171	77.047	77.047
465	76.303	77.171	77.171	77.047	77.047
544	76.427	77.171	77.047	77.047	77.047
635	76.551	77.171	77.047	77.047	77.047
740	76.551	77.171	77.047	77.047	77.047
860	76.675	77.171	77.047	77.047	77.047
998	76.675	77.171	77.047	77.047	77.047
