RHC
1	54.094	83.871	84.864	84.615	84.491
11	54.094	83.871	84.864	84.615	84.491
22	62.159	83.995	84.864	84.615	84.491
35	71.216	83.995	84.864	84.615	84.491
50	73.077	83.995	84.864	84.615	84.491
67	74.690	83.995	84.864	84.615	84.491
87	75.682	83.995	84.864	84.615	84.491
110	75.186	83.995	84.864	84.615	84.491
136	74.938	83.995	84.864	84.615	84.491
166	75.931	83.871	84.864	84.615	84.491
200	75.682	83.871	84.864	84.491	84.491
239	76.055	83.871	84.864	84.491	84.491
284	76.427	83.871	84.988	84.491	84.491
336	76.303	84.119	84.864	84.739	84.491
396	76.551	84.119	84.988	84.491	84.491
465	76.427	83.995	84.988	84.491	84.491
544	76.551	84.119	84.988	84.491	84.491
635	77.171	84.243	84.864	84.491	84.491
740	77.667	83.871	84.988	84.491	84.491
860	77.543	83.995	84.864	84.491	84.491
998	77.916	83.995	84.864	84.491	84.491
1157	78.040	83.995	84.988	84.491	84.491
1340	78.288	83.995	84.864	84.491	84.491
1550	78.040	84.119	84.988	84.491	84.491
1792	77.916	83.995	84.864	84.615	84.491
2070	79.156	84.243	84.864	84.491	84.491
2390	80.397	84.367	84.988	84.491	84.491
2758	81.017	84.243	84.864	84.491	84.491
3181	81.017	83.747	84.988	84.491	84.491
3668	81.514	84.367	84.988	84.491	84.491
4228	81.886	84.367	84.988	84.491	84.491
4872	82.630	84.367	84.739	84.491	84.491
5612	82.878	84.367	84.864	84.491	84.491
6463	82.878	84.367	84.739	84.491	84.491
7442	83.127	84.491	84.739	84.491	84.491
8568	83.127	84.243	84.739	84.491	84.491
9863	83.375	84.615	84.615	84.491	84.491
11352	83.375	84.615	84.615	84.491	84.615
13064	83.747	84.739	84.491	84.491	84.615
15033	83.375	84.864	84.491	84.491	84.615
17297	83.747	84.864	84.491	84.491	84.615
19901	83.871	84.864	84.615	84.491	84.615
