GA_population_100
1	54.094	79.156	78.536	81.017	80.893
11	54.218	78.660	78.784	81.017	80.893
22	54.218	78.908	77.667	80.645	80.645
35	61.911	78.908	78.908	80.645	80.769
50	67.618	78.784	78.536	80.521	81.017
67	76.303	79.280	78.908	81.141	80.521
87	76.799	79.404	78.660	80.893	81.017
110	77.047	78.784	79.032	80.769	80.645
136	77.047	78.412	79.032	80.893	80.397
166	77.543	79.280	78.660	81.266	80.645
200	77.792	78.784	78.908	80.893	80.769
239	78.288	79.280	78.908	81.266	80.397
284	78.040	78.784	79.156	81.017	80.893
336	77.667	78.908	79.156	81.017	80.521
396	77.667	78.784	79.529	80.769	80.893
465	78.040	78.164	79.777	80.645	81.514
544	78.288	78.784	80.273	80.521	80.893
635	78.784	78.908	80.025	80.149	80.769
740	78.288	78.660	80.025	80.273	80.645
860	78.908	77.916	80.273	80.521	81.266
998	78.908	78.536	80.769	80.521	80.893
GA_population_200
1	54.094	76.675	77.295	78.412	80.521
11	51.737	77.667	77.419	78.412	80.645
22	60.422	77.419	76.923	78.536	80.521
35	71.216	77.171	77.543	78.536	80.273
50	75.558	76.675	77.047	78.288	80.893
67	75.682	76.799	77.419	78.660	81.017
87	75.806	76.427	77.419	78.908	81.017
110	75.806	76.675	76.923	78.784	80.521
136	76.675	77.543	77.419	78.412	80.893
166	76.303	76.799	77.171	78.536	80.769
200	76.551	76.675	77.543	78.288	80.645
239	77.047	76.799	78.040	79.156	80.769
284	76.427	77.295	78.164	79.280	80.397
336	76.303	76.675	78.164	79.156	80.769
396	76.427	76.551	77.916	79.156	80.397
465	76.923	77.171	78.040	78.536	80.521
544	77.047	76.923	78.412	80.149	80.645
635	76.799	77.171	78.288	80.025	80.521
740	78.164	77.171	78.660	79.777	80.645
860	76.179	77.295	78.288	80.397	80.521
998	76.427	76.923	78.412	80.645	81.017
GA_population_300
1	54.094	79.901	79.901	79.404	79.529
11	54.094	79.901	79.653	79.404	80.645
22	61.042	79.777	79.653	79.404	79.777
35	54.094	78.908	79.777	79.404	79.777
50	73.077	79.280	79.529	79.404	79.653
67	54.094	78.784	79.777	79.901	79.653
87	54.218	78.908	79.404	79.404	79.777
110	54.094	79.404	79.901	79.404	79.777
136	54.094	79.529	79.280	79.653	79.777
166	54.094	79.280	79.777	79.529	79.777
200	54.218	79.156	79.529	78.784	79.404
239	54.094	79.156	79.777	79.529	79.404
284	54.094	79.156	79.901	79.653	79.777
